vmacro00001	sp|O48920|ARF_VIGUN
vmacro00519	sp|K7VCB9|THIM_MAIZE
vmacro00520	sp|Q54UF8|SERIC_DICDI
vmacro00521	sp|O49313|NDADB_ARATH
vmacro00524	sp|Q8GS60|HCAR_ARATH
vmacro00525	sp|O23024|YUC3_ARATH
vmacro00526	sp|Q0CBM7|FAEA_ASPTN
vmacro00527	sp|O95070|YIF1A_HUMAN
vmacro00528	sp|P0C7P8|LHWL1_ARATH
vmacro00529	sp|Q9LIR6|BAM1_ARATH
vmacro00532	sp|O23614|CTPA2_ARATH
vmacro00533	sp|Q9S746|HTH_ARATH
vmacro00533	sp|Q9S746|HTH_ARATH
vmacro00534	sp|A3AVH5|RH13_ORYSJ
vmacro00535	sp|A3AVH5|RH13_ORYSJ
vmacro00536	sp|P58905|AMT11_SOLLC
vmacro00537	sp|Q8RYE9|GPPL3_ARATH
vmacro00537	sp|Q8RYE9|GPPL3_ARATH
vmacro00538	sp|O22780|FBT9_ARATH
vmacro00539	sp|Q6NQ83|PP247_ARATH
vmacro00539	sp|Q6NQ83|PP247_ARATH
vmacro00539	sp|Q6NQ83|PP247_ARATH
vmacro00539	sp|Q6NQ83|PP247_ARATH
vmacro00539	sp|Q6NQ83|PP247_ARATH
vmacro00539	sp|Q6NQ83|PP247_ARATH
vmacro00539	sp|Q6NQ83|PP247_ARATH
vmacro00540	sp|Q9SXD8|PPR90_ARATH
vmacro00540	sp|Q9SXD8|PPR90_ARATH
vmacro00540	sp|Q9SXD8|PPR90_ARATH
vmacro00540	sp|Q9SXD8|PPR90_ARATH
vmacro00540	sp|Q9SXD8|PPR90_ARATH
vmacro00540	sp|Q9SXD8|PPR90_ARATH
vmacro00541	sp|Q10MB4|MYB2_ORYSJ
vmacro00542	sp|P0C7P8|LHWL1_ARATH
vmacro00542	sp|P0C7P8|LHWL1_ARATH
vmacro00543	sp|Q6GN58|YF1BA_XENLA
vmacro00544	sp|Q9T0G7|SUVH9_ARATH
vmacro00545	sp|Q8LF21|DRP1C_ARATH
vmacro00551	sp|Q9C9X0|MP701_ARATH
vmacro00552	sp|F4IAW1|LPXC5_ARATH
vmacro00553	sp|Q8S9K3|VAR3_ARATH
vmacro00555	sp|O80644|ACR9_ARATH
vmacro00556	sp|Q9ZU93|PUX2_ARATH
vmacro00557	sp|Q9STW5|MACP2_ARATH
vmacro00557	sp|Q9STW5|MACP2_ARATH
vmacro00558	sp|Q9LK43|TMK4_ARATH
vmacro00559	sp|Q03666|GSTX4_TOBAC
vmacro00560	sp|Q9C5Z2|EIF3H_ARATH
vmacro00560	sp|Q9C5Z2|EIF3H_ARATH
vmacro00563	sp|F4IRR2|SAD2_ARATH
vmacro00564	sp|P0CB22|ATX2_ARATH
vmacro00565	sp|Q4V3D2|ASP36_ARATH
vmacro00566	sp|Q9ZW86|P4H1_ARATH
vmacro00567	sp|Q9ZW86|P4H1_ARATH
vmacro00569	sp|Q9SEE4|PIRL_SOLLC
vmacro00570	sp|Q9FFD5|RIC4_ARATH
vmacro00572	sp|Q93VV9|TM16B_ARATH
vmacro00572	sp|Q93VV9|TM16B_ARATH
vmacro00573	sp|Q0WMN5|Y3913_ARATH
vmacro00575	sp|Q67YI9|EPN2_ARATH
vmacro00576	sp|Q9FZK4|NTF2A_ARATH
vmacro00577	sp|Q9C7F5|NTF2B_ARATH
vmacro00578	sp|O49290|CPPM_ARATH
vmacro00579	sp|Q0QLE4|DML_EUBBA
vmacro00581	sp|Q0QLE4|DML_EUBBA
vmacro00585	sp|Q9SX68|RK18_ARATH
vmacro00586	sp|Q9ZW74|PUX11_ARATH
vmacro00587	sp|Q84MC1|GCT22_ARATH
vmacro00588	sp|A2RVS4|AIGLC_ARATH
vmacro00589	sp|O42260|GEMI2_XENLA
vmacro00591	sp|B9DFG5|PTI13_ARATH
vmacro00592	sp|Q9MA41|CTL1_ARATH
vmacro00593	sp|Q94CD1|HHT1_ARATH
vmacro00594	sp|O22607|MSI4_ARATH
vmacro00595	sp|Q94CD1|HHT1_ARATH
vmacro00596	sp|Q94CD1|HHT1_ARATH
vmacro00597	sp|O04017|NAC98_ARATH
vmacro00598	sp|Q94CD1|HHT1_ARATH
vmacro00599	sp|Q94CD1|HHT1_ARATH
vmacro00600	sp|Q94CD1|HHT1_ARATH
vmacro00603	sp|P54967|BIOB_ARATH
vmacro00603	sp|P54967|BIOB_ARATH
vmacro00604	sp|Q3UQA7|SELH_MOUSE
vmacro00605	sp|F4JLM5|SYIC_ARATH
vmacro00606	sp|O04922|GPX2_ARATH
vmacro00608	sp|Q8VZR6|INT1_ARATH
vmacro00609	sp|Q84RR0|ARI7_ARATH
vmacro00610	sp|Q9LMN7|WAK5_ARATH
vmacro00611	sp|Q9LMN8|WAK3_ARATH
vmacro00612	sp|Q9SIQ7|CDPKO_ARATH
vmacro00613	sp|Q42656|AGAL_COFAR
vmacro00614	sp|O04153|CALR3_ARATH
vmacro00616	sp|Q55GU1|OSGEP_DICDI
vmacro00617	sp|Q9SZL8|FRS5_ARATH
vmacro00618	sp|Q9SZL8|FRS5_ARATH
vmacro00619	sp|O22873|BZP18_ARATH
vmacro00620	sp|Q6S4P4|RF2B_ORYSJ
vmacro00621	sp|A0A3Q7HS74|C71E6_SOLLC
vmacro00623	sp|B9DG24|TAF7_ARATH
vmacro00626	sp|Q10MI0|SRL2_ORYSJ
vmacro00627	sp|F4IAE9|Y1591_ARATH
vmacro00627	sp|F4IAE9|Y1591_ARATH
vmacro00628	sp|O04153|CALR3_ARATH
vmacro00629	sp|Q9LNG5|PPP7L_ARATH
vmacro00630	sp|A9X4U2|HSDD3_ARATH
vmacro00631	sp|Q9SQ64|COR2_PAPSO
vmacro00632	sp|Q07469|BSPA_POPDE
vmacro00633	sp|Q5IH13|SPP2_TOBAC
vmacro00634	sp|Q04088|POF21_ARATH
vmacro00635	sp|O22854|ETFQO_ARATH
vmacro00636	sp|Q45QI7|CFI_CAMSI
vmacro00637	sp|Q7XBQ9|RGA2_SOLBU
vmacro00637	sp|Q7XBQ9|RGA2_SOLBU
vmacro00638	sp|A0A1D6F9Y9|C92C6_MAIZE
vmacro00639	sp|A0A1D6HSP4|C92C5_MAIZE
vmacro00640	sp|Q8BTI8|SRRM2_MOUSE
vmacro00642	sp|Q96288|BBX24_ARATH
vmacro00646	sp|Q9M1B9|SCRK4_ARATH
vmacro00646	sp|Q9M1B9|SCRK4_ARATH
vmacro00647	sp|Q9SZL8|FRS5_ARATH
vmacro00648	sp|Q9UKX7|NUP50_HUMAN
vmacro00649	sp|Q55GU1|OSGEP_DICDI
vmacro00650	sp|Q03943|IM30_PEA
vmacro00651	sp|Q1PFA4|AGL30_ARATH
vmacro00653	sp|O22870|FK163_ARATH
vmacro00654	sp|Q9NU19|TB22B_HUMAN
vmacro00656	sp|Q5XET5|HESO1_ARATH
vmacro00657	sp|O04846|ATCA1_ARATH
vmacro00663	sp|Q23892|GLUA_DICDI
vmacro00664	sp|A7LXU3|BGH3B_BACO1
vmacro00667	sp|A7LXU3|BGH3B_BACO1
vmacro00668	sp|Q8H4H5|NRAM5_ORYSJ
vmacro00668	sp|Q8H4H5|NRAM5_ORYSJ
vmacro00669	sp|Q8H4H5|NRAM5_ORYSJ
vmacro00671	sp|Q94CD1|HHT1_ARATH
vmacro00672	sp|Q94CD1|HHT1_ARATH
vmacro00677	sp|O22860|RL38_ARATH
vmacro00679	sp|Q03943|IM30_PEA
vmacro00680	sp|Q9M2U5|CHI5_ARATH
vmacro00681	sp|P27054|CHI4_PHAVU
vmacro00682	sp|Q7XZU0|SAC9_ARATH
vmacro00686	sp|O81155|CYSKP_SOLTU
vmacro00687	sp|Q9M2E2|SDR1_ARATH
vmacro00688	sp|Q2HJI3|F136A_BOVIN
vmacro00689	sp|Q944L7|SLP2_ARATH
vmacro00690	sp|Q5YLB4|GYRB_NICBE
vmacro00691	sp|P22337|STAD_RICCO
vmacro00692	sp|P22337|STAD_RICCO
vmacro00693	sp|Q8LPG9|IQD14_ARATH
vmacro00693	sp|Q8LPG9|IQD14_ARATH
vmacro00695	sp|Q8W4D4|BAGP1_ARATH
vmacro00696	sp|Q8W4D4|BAGP1_ARATH
vmacro00696	sp|Q8W4D4|BAGP1_ARATH
vmacro00698	sp|O60613|SEP15_HUMAN
vmacro00699	sp|Q7XJU2|BH153_ARATH
vmacro00700	sp|Q8L9G7|APH1_ARATH
vmacro00701	sp|Q9LFL5|PP390_ARATH
vmacro00702	sp|Q86YJ5|MARH9_HUMAN
vmacro00703	sp|Q9AT00|TGD3_ARATH
vmacro00704	sp|A4QN59|DPH2_DANRE
vmacro00705	sp|Q7XJJ7|FAAH_ARATH
vmacro00707	sp|Q9M817|PTR6_ARATH
vmacro00708	sp|Q9M817|PTR6_ARATH
vmacro00709	sp|Q7XZU0|SAC9_ARATH
vmacro00710	sp|Q9R0X4|ACOT9_MOUSE
vmacro00711	sp|Q9SE97|FH1_ARATH
vmacro00712	sp|Q5ZK33|LETM1_CHICK
vmacro00713	sp|F4IS56|ILK1_ARATH
vmacro00714	sp|Q9SMC2|ILVH_NICPL
vmacro00714	sp|Q9SMC2|ILVH_NICPL
vmacro00714	sp|Q9SMC2|ILVH_NICPL
vmacro00715	sp|Q9SLN8|DBR_TOBAC
vmacro00716	sp|Q9SLN8|DBR_TOBAC
vmacro00716	sp|Q9SLN8|DBR_TOBAC
vmacro00716	sp|Q9SLN8|DBR_TOBAC
vmacro00717	sp|Q93Y08|AB1K8_ARATH
vmacro00718	sp|Q9C7A2|ITN1_ARATH
vmacro00719	sp|O80560|IP5PC_ARATH
vmacro00720	sp|Q93V78|TMT1_BRAOL
vmacro00721	sp|P92567|M1410_ARATH
vmacro00722	sp|Q4LDF9|OEP37_PEA
vmacro00723	sp|O80567|LRP6B_ARATH
vmacro00724	sp|Q9SS94|CD48C_ARATH
vmacro00726	sp|O80575|RISB_ARATH
vmacro00727	sp|F4I8U2|APS2L_ARATH
vmacro00728	sp|Q8VZE7|RAP_ARATH
vmacro00729	sp|O49292|PPD4_ARATH
vmacro00730	sp|Q9SY02|PP301_ARATH
vmacro00730	sp|Q9SY02|PP301_ARATH
vmacro00730	sp|Q9SY02|PP301_ARATH
vmacro00730	sp|Q9SY02|PP301_ARATH
vmacro00730	sp|Q9SY02|PP301_ARATH
vmacro00730	sp|Q9SY02|PP301_ARATH
vmacro00730	sp|Q9SY02|PP301_ARATH
vmacro00730	sp|Q9SY02|PP301_ARATH
vmacro00730	sp|Q9SY02|PP301_ARATH
vmacro00731	sp|P46519|LEA14_SOYBN
vmacro00732	sp|Q9M1Y3|SKI35_ARATH
vmacro00733	sp|O24653|GDI2_ARATH
vmacro00734	sp|Q54T05|RIO2_DICDI
vmacro00735	sp|O49621|MLO1_ARATH
vmacro00736	sp|Q945S8|ASHH3_ARATH
vmacro00737	sp|Q75HE6|MTHR_ORYSJ
vmacro00737	sp|Q75HE6|MTHR_ORYSJ
vmacro00738	sp|Q56Y85|MAP22_ARATH
vmacro00739	sp|Q7V9G2|DNAK2_PROMA
vmacro00740	sp|Q9FIJ7|KAD2_ARATH
vmacro00741	sp|Q9FIJ7|KAD2_ARATH
vmacro00742	sp|Q84W55|IP5PF_ARATH
vmacro00742	sp|Q84W55|IP5PF_ARATH
vmacro00743	sp|Q84W55|IP5PF_ARATH
vmacro00744	sp|Q84W55|IP5PF_ARATH
vmacro00747	sp|Q9LKI5|XPF_ARATH
vmacro00748	sp|Q9LZ20|CAAT6_ARATH
vmacro00749	sp|Q7XZU3|SAC1_ARATH
vmacro00750	sp|Q7XZU3|SAC1_ARATH
vmacro00751	sp|Q7XZU3|SAC1_ARATH
vmacro00752	sp|Q56Z59|PATL3_ARATH
vmacro00752	sp|Q56Z59|PATL3_ARATH
vmacro00753	sp|O65041|UBA3_ARATH
vmacro00754	sp|I3XHK1|FANCM_ARATH
vmacro00755	sp|I3XHK1|FANCM_ARATH
vmacro00757	sp|P27707|DCK_HUMAN
vmacro00758	sp|Q11136|PEPD_MOUSE
vmacro00759	sp|Q9LX65|VATH_ARATH
vmacro00761	sp|Q67XD9|CINV2_ARATH
vmacro00762	sp|Q8VZ14|RMR2_ARATH
vmacro00763	sp|Q8L586|Y4958_ARATH
vmacro00764	sp|P51412|RK21_ARATH
vmacro00765	sp|Q84XV2|GTE1_ARATH
vmacro00765	sp|Q84XV2|GTE1_ARATH
vmacro00768	sp|Q9LRV2|PP256_ARATH
vmacro00769	sp|Q39016|CDPKB_ARATH
vmacro00771	sp|B9FSC8|OPR11_ORYSJ
vmacro00773	sp|O23254|GLYC4_ARATH
vmacro00774	sp|A0A3Q7HS74|C71E6_SOLLC
vmacro00775	sp|A0A3Q7HS74|C71E6_SOLLC
vmacro00776	sp|Q9C8P0|ODP25_ARATH
vmacro00777	sp|Q39231|SUC2_ARATH
vmacro00778	sp|Q39231|SUC2_ARATH
vmacro00779	sp|Q39231|SUC2_ARATH
vmacro00780	sp|O23685|AP1S2_ARATH
vmacro00781	sp|O82656|PTP1_ARATH
vmacro00781	sp|O82656|PTP1_ARATH
vmacro00782	sp|Q9AWM9|RPF2_ORYSJ
vmacro00784	sp|Q0JA29|FLS2_ORYSJ
vmacro00784	sp|Q0JA29|FLS2_ORYSJ
vmacro00784	sp|Q0JA29|FLS2_ORYSJ
vmacro00784	sp|Q0JA29|FLS2_ORYSJ
vmacro00785	sp|Q1MX30|XA21_ORYSI
vmacro00786	sp|Q84WU6|ARFQ_ARATH
vmacro00787	sp|Q6YZ54|RFC3_ORYSJ
vmacro00788	sp|Q0IU52|ASP1_ORYSJ
vmacro00791	sp|Q9LNG5|PPP7L_ARATH
vmacro00792	sp|Q6NQB7|B3GT7_ARATH
vmacro00793	sp|Q10NQ3|VPS9A_ORYSJ
vmacro00794	sp|Q9ZQ34|Y2433_ARATH
vmacro00797	sp|Q39008|M3K1_ARATH
vmacro00797	sp|Q39008|M3K1_ARATH
vmacro00798	sp|P42732|RR13_ARATH
vmacro00811	sp|Q9M547|FLS_EUSER
vmacro00813	sp|Q8VDQ9|KRI1_MOUSE
vmacro00814	sp|P0DM58|DI3L2_ARATH
vmacro00816	sp|P77806|YBDL_ECOLI
vmacro00817	sp|Q56YP2|PI5K1_ARATH
vmacro00818	sp|A6NEY8|PRXD1_HUMAN
vmacro00819	sp|Q6AYS7|ACY1A_RAT
vmacro00820	sp|Q99JW2|ACY1_MOUSE
vmacro00821	sp|Q9SUF1|WTR31_ARATH
vmacro00822	sp|Q501F8|WTR32_ARATH
vmacro00823	sp|Q84QC1|GCT23_ARATH
vmacro00825	sp|Q8LF41|TFB4_ARATH
vmacro00826	sp|Q766C3|NEP1_NEPGR
vmacro00827	sp|Q766C3|NEP1_NEPGR
vmacro00829	sp|Q93ZH0|LYM1_ARATH
vmacro00830	sp|Q9C521|UGAL1_ARATH
vmacro00831	sp|Q12118|SGT2_YEAST
vmacro00832	sp|Q8GXV5|UGHY_ARATH
vmacro00833	sp|Q9CAP8|LACS9_ARATH
vmacro00833	sp|Q9CAP8|LACS9_ARATH
vmacro00835	sp|A8WGS4|TLCD2_DANRE
vmacro00837	sp|Q96473|VATL_KALDA
vmacro00838	sp|Q9CAQ2|Y1754_ARATH
vmacro00839	sp|Q9XI00|SKI32_ARATH
vmacro00840	sp|Q5Z678|ILL6_ORYSJ
vmacro00840	sp|Q5Z678|ILL6_ORYSJ
vmacro00841	sp|Q2RAP3|ORR9_ORYSJ
vmacro00842	sp|Q43116|PDI_RICCO
vmacro00843	sp|Q70DU8|AL3H1_ARATH
vmacro00844	sp|Q70DU8|AL3H1_ARATH
vmacro00845	sp|F4I116|SYLC_ARATH
vmacro00846	sp|F4I116|SYLC_ARATH
vmacro00847	sp|Q9CAQ8|RFC5_ARATH
vmacro00848	sp|F4I718|CSI3_ARATH
vmacro00849	sp|Q39013|NAC2_ARATH
vmacro00850	sp|Q9XI05|PSB3A_ARATH
vmacro00851	sp|Q6NQJ7|FRS4_ARATH
vmacro00851	sp|Q6NQJ7|FRS4_ARATH
vmacro00852	sp|Q9FNY7|OGG1_ARATH
vmacro00853	sp|Q0D7E4|NRAM1_ORYSJ
vmacro00854	sp|Q8H4H5|NRAM5_ORYSJ
vmacro00855	sp|Q9C6Y3|CCA11_ARATH
vmacro00856	sp|Q39134|AAP3_ARATH
vmacro00857	sp|Q9SU08|AUXI1_ARATH
vmacro00857	sp|Q9SU08|AUXI1_ARATH
vmacro00858	sp|Q5Q995|KTAP2_IXOSC
vmacro00859	sp|Q0WPW4|ACCO5_ARATH
vmacro00860	sp|Q9C5W3|NADK2_ARATH
vmacro00861	sp|Q9ATE5|FBP24_PETHY
vmacro00862	sp|Q2HJC9|PQBP1_BOVIN
vmacro00864	sp|Q6NMB7|WTR7_ARATH
vmacro00865	sp|Q8RX78|UBN1_ARATH
vmacro00866	sp|Q0HA25|MADS9_VITVI
vmacro00867	sp|Q5XF57|Y5576_ARATH
vmacro00867	sp|Q5XF57|Y5576_ARATH
vmacro00869	sp|Q0GZS3|USP_CUCME
vmacro00870	sp|Q9LPK5|CML44_ARATH
vmacro00871	sp|Q9LPK5|CML44_ARATH
vmacro00872	sp|Q6DBN1|Y4845_ARATH
vmacro00873	sp|Q6ZJM9|EHD3_ORYSJ
vmacro00874	sp|Q9LPL6|TOL3_ARATH
vmacro00876	sp|Q33AH8|GT101_ORYSJ
vmacro00877	sp|Q84JL2|ODBA2_ARATH
vmacro00877	sp|Q84JL2|ODBA2_ARATH
vmacro00878	sp|Q9LPL4|SKP2A_ARATH
vmacro00879	sp|Q8GYX8|DNJ10_ARATH
vmacro00880	sp|Q8GYX8|DNJ10_ARATH
vmacro00881	sp|Q8VZN9|P2C11_ARATH
vmacro00882	sp|Q8RY25|NU98A_ARATH
vmacro00882	sp|Q8RY25|NU98A_ARATH
vmacro00882	sp|Q8RY25|NU98A_ARATH
vmacro00882	sp|Q8RY25|NU98A_ARATH
vmacro00882	sp|Q8RY25|NU98A_ARATH
vmacro00882	sp|Q8RY25|NU98A_ARATH
vmacro00882	sp|Q8RY25|NU98A_ARATH
vmacro00883	sp|O23657|RABC1_ARATH
vmacro00884	sp|O23657|RABC1_ARATH
vmacro00884	sp|O23657|RABC1_ARATH
vmacro00885	sp|Q6R0C4|MYB52_ARATH
vmacro00886	sp|Q8L7M4|SDN5_ARATH
vmacro00886	sp|Q8L7M4|SDN5_ARATH
vmacro00886	sp|Q8L7M4|SDN5_ARATH
vmacro00888	sp|P07591|TRXM_SPIOL
vmacro00889	sp|Q9FZJ1|IRX10_ARATH
vmacro00890	sp|Q8L9J7|SWET1_ARATH
vmacro00891	sp|P48977|ADH_MALDO
vmacro00892	sp|P14675|ADH3_SOLTU
vmacro00893	sp|P25141|ADH1_PETHY
vmacro00894	sp|P14675|ADH3_SOLTU
vmacro00895	sp|P14675|ADH3_SOLTU
vmacro00896	sp|Q8L9J7|SWET1_ARATH
vmacro00897	sp|Q8L9J7|SWET1_ARATH
vmacro00898	sp|P92939|ECA1_ARATH
vmacro00899	sp|P14674|ADH2_SOLTU
vmacro00900	sp|P93025|PHOT2_ARATH
vmacro00901	sp|Q9FFZ1|PPH_ARATH
vmacro00902	sp|A7ZE19|RF2_CAMC1
vmacro00904	sp|O81815|MO1_ARATH
vmacro00905	sp|Q66GN9|CLPX3_ARATH
vmacro00906	sp|P51281|YCF45_PORPU
vmacro00907	sp|P51281|YCF45_PORPU
vmacro00908	sp|P30986|RETO_ESCCA
vmacro00908	sp|P30986|RETO_ESCCA
vmacro00909	sp|Q9XF89|CB5_ARATH
vmacro00910	sp|O81815|MO1_ARATH
vmacro00911	sp|O81815|MO1_ARATH
vmacro00912	sp|O81815|MO1_ARATH
vmacro00913	sp|O81815|MO1_ARATH
vmacro00914	sp|Q9Y5Q9|TF3C3_HUMAN
vmacro00914	sp|Q9Y5Q9|TF3C3_HUMAN
vmacro00915	sp|Q9SV87|BRN2_ARATH
vmacro00916	sp|Q9LT31|VPS9A_ARATH
vmacro00917	sp|Q9LT31|VPS9A_ARATH
vmacro00918	sp|Q9C809|B3GT8_ARATH
vmacro00919	sp|Q9FVV1|GDL28_ARATH
vmacro00920	sp|Q9ZUE9|PP149_ARATH
vmacro00921	sp|Q9FVV7|RD521_ARATH
vmacro00921	sp|Q9FVV7|RD521_ARATH
vmacro00922	sp|F4I114|Y1960_ARATH
vmacro00922	sp|F4I114|Y1960_ARATH
vmacro00923	sp|Q3B561|Y637_PELLD
vmacro00924	sp|O80543|Y1280_ARATH
vmacro00925	sp|F4I116|SYLC_ARATH
vmacro00927	sp|Q6NMK1|GXM1_ARATH
vmacro00928	sp|Q2QW55|MAD33_ORYSJ
vmacro00929	sp|Q8W117|SMU1_ARATH
vmacro00930	sp|Q9SF78|GDL29_ARATH
vmacro00931	sp|Q8L5Z1|GDL17_ARATH
vmacro00931	sp|Q8L5Z1|GDL17_ARATH
vmacro00932	sp|Q9SR15|SYWC_ARATH
vmacro00933	sp|Q9FUM1|EF1G_PRUAV
vmacro00934	sp|Q8LGF7|PEX4_ARATH
vmacro00935	sp|Q40704|MADS3_ORYSJ
vmacro00936	sp|F6I457|AG11C_VITVI
vmacro00937	sp|Q940H7|MES12_ARATH
vmacro00938	sp|F4HT21|IAN9_ARATH
vmacro00939	sp|F4HT21|IAN9_ARATH
vmacro00940	sp|Q55909|Y305_SYNY3
vmacro00942	sp|Q9S7A3|MOC2A_ARATH
vmacro00943	sp|Q9C9H5|GUN9_ARATH
vmacro00944	sp|Q38884|EIF3I_ARATH
vmacro00945	sp|F4I8I0|SUN4_ARATH
vmacro00946	sp|Q5PPG7|EIF2D_RAT
vmacro00946	sp|Q5PPG7|EIF2D_RAT
vmacro00947	sp|Q58CR3|EIF2D_BOVIN
vmacro00948	sp|P0CL18|EIF2D_RABIT
vmacro00949	sp|Q8RXS5|DRL40_ARATH
vmacro00950	sp|Q84JL2|ODBA2_ARATH
vmacro00950	sp|Q84JL2|ODBA2_ARATH
vmacro00951	sp|Q9LT10|CXE18_ARATH
vmacro00952	sp|Q9LT10|CXE18_ARATH
vmacro00953	sp|F4I8H8|GDPD4_ARATH
vmacro00954	sp|Q9FVV7|RD521_ARATH
vmacro00954	sp|Q9FVV7|RD521_ARATH
vmacro00955	sp|Q9M1S3|ARP1_ARATH
vmacro00957	sp|Q94FL5|REV7_ARATH
vmacro00958	sp|Q9SSE9|JMJ25_ARATH
vmacro00959	sp|B2XBQ5|85A19_PRUDU
vmacro00960	sp|F8WKW1|UGT2_GARJA
vmacro00961	sp|F8WKW1|UGT2_GARJA
vmacro00962	sp|F8WKW1|UGT2_GARJA
vmacro00962	sp|F8WKW1|UGT2_GARJA
vmacro00963	sp|F8WKW1|UGT2_GARJA
vmacro00964	sp|B2XBQ5|85A19_PRUDU
vmacro00965	sp|F8WKW1|UGT2_GARJA
vmacro00966	sp|F8WKW1|UGT2_GARJA
vmacro00967	sp|B2XBQ5|85A19_PRUDU
vmacro00968	sp|Q9SK82|U85A1_ARATH
vmacro00969	sp|F8WKW1|UGT2_GARJA
vmacro00970	sp|F8WKW1|UGT2_GARJA
vmacro00971	sp|F4IVL6|GRV2_ARATH
vmacro00972	sp|Q9C7T7|CEPR2_ARATH
vmacro00973	sp|Q8GT66|TIC40_PEA
vmacro00973	sp|Q8GT66|TIC40_PEA
vmacro00975	sp|Q2V3H0|PP322_ARATH
vmacro00976	sp|Q9LTC4|MYB15_ARATH
vmacro00977	sp|Q9ZRV4|MLH1_ARATH
vmacro00978	sp|Q7SZN2|RN170_DANRE
vmacro00979	sp|Q9M0R2|PATL5_ARATH
vmacro00980	sp|Q0WP01|PTR9_ARATH
vmacro00981	sp|Q0WP01|PTR9_ARATH
vmacro00981	sp|Q0WP01|PTR9_ARATH
vmacro00982	sp|Q0WP01|PTR9_ARATH
vmacro00983	sp|Q8VZE2|PTR22_ARATH
vmacro00984	sp|Q0WP01|PTR9_ARATH
vmacro00985	sp|Q0WP01|PTR9_ARATH
vmacro00986	sp|Q0WP01|PTR9_ARATH
vmacro00987	sp|Q0WP01|PTR9_ARATH
vmacro00988	sp|Q9C8P8|BH080_ARATH
vmacro00988	sp|Q9C8P8|BH080_ARATH
vmacro00989	sp|Q94C60|SPT42_ARATH
vmacro00990	sp|F8WKW1|UGT2_GARJA
vmacro00991	sp|Q8SVY9|Y3G1_ENCCU
vmacro00991	sp|Q8SVY9|Y3G1_ENCCU
vmacro00992	sp|Q6P4Y0|CDKAL_XENTR
vmacro00993	sp|Q9C983|WRK57_ARATH
vmacro00995	sp|Q9SJG2|Y2296_ARATH
vmacro00996	sp|Q9LV09|BOB1_ARATH
vmacro00997	sp|Q9SHJ3|CALS7_ARATH
vmacro00998	sp|Q9C9V9|COG5_ARATH
vmacro00998	sp|Q9C9V9|COG5_ARATH
vmacro00999	sp|Q680C0|GDL62_ARATH
vmacro01000	sp|Q6NYP0|TM208_DANRE
vmacro01001	sp|Q8H1Q8|AT18B_ARATH
vmacro01002	sp|Q9CAI3|CADH1_ARATH
vmacro01003	sp|Q9FT92|Y5843_ARATH
vmacro01004	sp|O94359|YHOC_SCHPO
vmacro01005	sp|P19866|G3PA_SPIOL
vmacro01006	sp|Q55909|Y305_SYNY3
vmacro01007	sp|Q2ABE5|RBR_CAMSI
vmacro01008	sp|Q9M644|LEP_ARATH
vmacro01009	sp|Q52K88|NUD13_ARATH
vmacro01011	sp|Q8LE94|RING3_ARATH
vmacro01012	sp|Q9LYR6|PTR49_ARATH
vmacro01013	sp|F4KF27|MDA2_ARATH
vmacro01014	sp|Q9SAA9|CP511_ARATH
vmacro01015	sp|Q9SAA9|CP511_ARATH
vmacro01016	sp|Q9LYR5|FKB19_ARATH
vmacro01017	sp|Q829U5|TAL2_STRAW
vmacro01018	sp|P51132|UCRI2_TOBAC
vmacro01019	sp|P51132|UCRI2_TOBAC
vmacro01020	sp|Q8VYZ0|ORTH2_ARATH
vmacro01021	sp|Q64M78|OML4_ORYSJ
vmacro01022	sp|Q8VZ20|ASR3_ARATH
vmacro01024	sp|Q5W7F2|AGD3_ARATH
vmacro01025	sp|Q9LYU7|CRN_ARATH
vmacro01026	sp|Q9LYU8|AK1_ARATH
vmacro01027	sp|Q93Y09|SCP45_ARATH
vmacro01028	sp|Q8RWD5|SCD2_ARATH
vmacro01029	sp|P44439|PCNB_HAEIN
vmacro01030	sp|O49561|G2OX8_ARATH
vmacro01031	sp|Q9LPW7|AFB3_ARATH
vmacro01031	sp|Q9LPW7|AFB3_ARATH
vmacro01032	sp|Q9FPJ5|LRR1_ARATH
vmacro01033	sp|O22799|Y2349_ARATH
vmacro01034	sp|Q9FY93|NAC83_ARATH
vmacro01035	sp|Q9FHR8|DCI1_ARATH
vmacro01036	sp|P0DKJ5|SWT15_VITVI
vmacro01037	sp|Q9FE20|PBS1_ARATH
vmacro01038	sp|Q9FGH9|E70B1_ARATH
vmacro01040	sp|F4JRS4|MORC7_ARATH
vmacro01040	sp|F4JRS4|MORC7_ARATH
vmacro01041	sp|A5UMN6|DADD_METS3
vmacro01042	sp|O65373|BAG5_ARATH
vmacro01043	sp|Q9FMM3|EXA1_ARATH
vmacro01043	sp|Q9FMM3|EXA1_ARATH
vmacro01044	sp|Q9ASS6|PNSL5_ARATH
vmacro01045	sp|Q43793|G6PDC_TOBAC
vmacro01047	sp|Q9M8T7|HIP8_ARATH
vmacro01047	sp|Q9M8T7|HIP8_ARATH
vmacro01048	sp|Q9C998|RPI1_ARATH
vmacro01052	sp|Q8LLR0|MADS4_VITVI
vmacro01053	sp|Q9FYG2|CMTA4_ARATH
vmacro01053	sp|Q9FYG2|CMTA4_ARATH
vmacro01054	sp|Q9C5U1|AHK3_ARATH
vmacro01055	sp|Q9LQ12|4CLL1_ARATH
